,Yelp URL,Rating,Date,Review Text,Name
11696,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,5,9/28/2017,"This ice cream is delicious. I had the the best caramel sea salt ice cream ever. It almost makes me think I'd like to live in Cleveland. I went back the next day and had the raspberry chocolate chunk. It was amazing. On second thought, it's probably a good thing I don't live in Cleveland. It would be ruinous for my diet.",mitchells-homemade-ice-cream-cleveland-cleveland-2
14385,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,5,9/28/2017,"The crack pie is where it's at. I tried a corn cookie but couldn't really wrap my head around it. I thought it could have had some pieces of corn in it and that would've been better. Wish they would have samples of cookies available to try. Otherwise, it's dope!",milk-bar-las-vegas-las-vegas-3
13484,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,4,9/28/2017,"I came. I saw. I conquered. So the last time I went to Milk Bar was in the NYC location and although I got to try their Milk and Cereal soft serve, I was saddened that they weren't selling their famous Birthday Cake by the slice. Well, lo and behold, did the dessert gods decide to bless me during this Vegas trip! I was actually kind of torn over whether to buy this because while I've paid plenty of money for dessert, I've never spent $14 for a slice of cake...but I caved. Now the question begs, was their Birthday Cake slice actually worth $14? It was your basic vanilla cake with vanilla frosting and stuffed with cake crumbs. But so much more than that. Call me a sucker for pretty desserts but the rainbow funfetti sprinkles seemed to make this all the more fun to eat! The cake was moist and sweet and the little cake crumbs sandwiched between its 4 layers gave it a nice crunchy texture between bites. For its price, at least it was quite a large slice of cake. Also shared a Milk and Cereal soft serve with friends and grabbed some cookies for their 3 cookies for $8 deal: CORNFLAKE-CHOCOLATE-CHIP-MARSHMALLOW COOKIE, BLUEBERRY & CREAM COOKIE and CONFETTI COOKIE. All 3 were delicious but I'd say the Confetti Cookie would be the winner. The Blueberry and Cream Cookie was also very yummy and tasted just like a blueberry muffin!",milk-bar-las-vegas-las-vegas-3
4138,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,9/28/2017,"This place is wow!! They have a surprisingly large selection of pastries and cakes! And they all look so amazing; it's hard to walk into this place and not get dessert. Usually I go for the sandwiches and coffee, which are also very wow. The sandwich I ordered had cheese and raspberry jam, which was way more amazing than I expected! I'd absolutely go back.",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
8806,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,5,9/28/2017,I don't really like cupcakes... probably because I don't like frosting. BUT Sprinkles has me addicted to their salted caramel cupcakes! They taste just like salted caramel and for some reason the frosting doesn't bother me at all. I love it! If this place can get me to eat a cupcake they're pretty fantastic. I really want to try the chocolate peanut butter one next.,sprinkles-las-vegas-las-vegas
11391,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,5,9/28/2017,"On our way to Niagara we stopped overnight in Cleveland. This ice cream shop was near the bed and breakfast we stayed in, so we decided to stop in. I'm glad we did because it is by far the best ice cream I have ever had. I chose a coconut based ice cream and my husband chose the seasonal peach ice cream. Even though mine was dairy free, it was just as creamy as his peach ice cream. I would love to know their secret to creaminess! It's hard to find a non-dairy ice cream that is rich and velvety on the tongue. I wish they shipped their ice cream across the nation, because I would definitely buy it! Next week we are hoping to stop back in on our way to Niagara.",mitchells-homemade-ice-cream-cleveland-cleveland-2
15581,https://www.yelp.com/biz/churn-phoenix-3,4,9/28/2017,"I'm always fiending for some quality and unique ice cream, and thankfully, Churn exists in Phoenix to satisfy my cravings. I came here on a Thursday night with a girlfriend, and the line was out the door. When it was finally our turn, I sampled a few flavors and ultimately ended up going with the cookies and mint ice cream. It was a close call between that and the Vietnamese coffee though. The cookies and mint flavor...oh man, SO GOOD. Hands down, one of the best mint flavors I've had for ice cream. My friend ended up getting the cookies and mint flavor also. You know it's freaking good when we don't get two flavors to share and end up getting the same thing. Ice cream texture was smooth and creamy, not too overly icy or grainy. I seriously wish I lived closer to here. But then again, maybe it's a blessing I don't or else I'd be here all the time...",churn-phoenix-3
17208,https://www.yelp.com/biz/donut-bar-las-vegas,5,9/28/2017,"I don't come to Vegas without stopping here first! After eating here I never eat donuts anywhere else. Great service, charming location (their back patio is lovely), and THE DONUTS ARE SIMPLY AMAZING! They live up to the hype! Creme brÃ»lÃ©e and peanut butter cup are probably my two favorites but any donut they have is soooo worth the calories! Also, if they still have donuts left later in the day sometimes you can get a box for $10 but those are rare occasions!",donut-bar-las-vegas
17258,https://www.yelp.com/biz/donut-bar-las-vegas,4,9/28/2016,"Ok so I only stopped here once for literally 2 mins or less, I was running late for a work function and i was passing by and just had to have some sweets in my jelly belly to make my day more merry. I waltzed in and was greeted by a nice lady who was behind the counter, she was giving me the spiel of the place but i was in a mad rush so abruptly looked around and saw the oreo birthday cake one so just pointed and said ""that one 2 please"". and rushed my dough boy butt on outta there. Upon my hasty retreat I noticed that they offer a YELP CHECK IN DISCOUNT: of a cup of fancy coffee. I didn't even have time for that :/. I was literally eating on the run and my donut was a tastebudgasm and a half of phenomenal yumness so i can only imagine what their other sweet wonders behind the counter must be like. So your's truly Benjamin glutton shall return to this purveyor of fried dough to further investigate but so far i'm a fan :D.",donut-bar-las-vegas
17137,https://www.yelp.com/biz/donut-bar-las-vegas,5,9/28/2016,"Really Awesome donuts, I love their fresh variety and such a great atmosphere. Our kiddos get a free donut from chef on the weekends which is so sweet, it's the little details that makes this place extra special. Love love love a must try",donut-bar-las-vegas
11366,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,5,9/28/2016,"Cool spot for late night ice cream! Came around 9:30pm on a Wednesday night and there were a bit of people coming in still. They make all their ice cream right behind their register and you can check them out too on their 2nd floor viewing deck! Staff was nice and let you have a few samples. Very creamy and a lot of flavor. Not too sweet either! Great selections of flavors and about 5 vegan options (chocolate, chocolate hazelnut, mango sorbet, raspberry sorbet, salted caramel praline)",mitchells-homemade-ice-cream-cleveland-cleveland-2
8111,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,4,9/28/2016,"I'm sure you're familiar with Sprinkles, but if not it's a cupcake shop that I'm pretty sure was one of the frontrunners of the cupcake craze years ago. They usually have about 10-15 flavors to choose from, some are always available, while others are seasonal or only available on certain days of the week. I don't generally buy cupcakes because I like to bake, and most of the time they are dry, or taste fake, or just aren't very good, but I make an exception for Sprinkles 'cause they are pretty dang tasty. They aren't the best cupcakes ever, but they are very good. They are always moist, and they are generous with their frosting. My friends and I pre-ordered about 35 or 40 cupcakes, all different flavors. They were for several different people, and Sprinkles was kind enough to give us extra boxes so we could disperse them as needed. They also have puppy cupcakes which is about the best thing ever! They are smaller than their regular (human) cupcakes and super cute. My Great Dane loved hers. I've been told you can order a frosting shot, which I've never tried, but am very tempted to do. Lastly, they have a cupcake ATM, which is about the coolest thing EVER.",sprinkles-las-vegas-las-vegas
