Scientific_Name,Plant_Name,Coverage,Bamboo,Bulb,Grass,Groundcover,Perennial,Palm,Shrub,Succulent,Tree,Vine,Native,Genetic_Concerns,Potentially_Invasive
"Justicia Californica",Chuparosa,28,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Kalanchoe 'Fang'","Stalactite Plant",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe 'Fantastic'","Variegated Paddle Plant",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe 'Oak Leaf'","Dwarf Velvet Plant",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe 'silver Grey'",Kalanchoe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Beauverdii","Beauverd's Widow's-Thrill",28,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
"Kalanchoe Beharensis","Velvet Elephant Ear",64,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Beharensis 'Brown Dwarf'","Dwarf Velvet Elephant Ear)",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Beharensis 'small Form'","Small Velvet Elephant Ear",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Beharensis 'soledad Shadow'","Elephant Ear",64,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Beharensis Var. Subnuda","Naked Feltleaf",64,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Bracteata","Silver Teaspoons",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Bracteata Forma Glabra","Green Teaspoons",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Carnea 'Modoc'","Big Leaf Kalanchoe",13,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Fedtschenkoi 'Majestic Scallops'","Large Lavender Scallops",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Fedtschenkoi 'Variegata'","Variegated Lavender Scallops",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Gastonis-Bonnieri","Donkey Ears",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Grandiflora","Yellow Kalanchoe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Humilis",Kalanchoe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Luciae","Paddle Plant",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Luciae 'Fantastic'","Fantastic Kalanchoe, Variegated Paddle Plant",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Marnieriana","Marnier's Kalanchoe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Orgyalis","Copper Spoons",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Prolifera","Blooming Boxes",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Pumila","Flower Dust Plant",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Rhombopilosa","Pies From Heaven",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Scapigera",Kalanchoe,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Sexangularis","Six-Angled Kalanchoe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Spp.",Kalanchoe,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
"Kalanchoe Thyrsiflora 'Desert Rose'","Desert Rose Paddle Plant",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Thyrsiflora 'silver Platter'",Kalanchoe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Tomentosa",Kalanchoe,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Kalanchoe Tomentosa 'Chocolate Soldier'","Chocolate Soldier Panda Plant",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Keckiella Antirrhinoides","Yellow Penstemon",7,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Keckiella Breviflora","Yawning Penstemon",13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Keckiella Cordifolia","Climbing Penstemon",16,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Kennedia Nigricans","Black Coral Pea",104,No,No,No,No,No,No,No,No,No,Yes,No,No,No
"Kennedia Rubicunda","Dusky Coral Pea",177,No,No,No,No,No,No,No,No,No,Yes,No,No,No
"Kleinia Repens","Blue Chalksticks",5,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Kniphofia 'Alcazar'","Alcazar Red-Hot Poker, Torch Lily",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Bee's Lemon'","Bee's Lemon Red-Hot Poker",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Border Ballet'","Border Ballet Torch Flower",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Christmas Cheer'","Christmas Cheer Red-Hot Poker",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Creamsicle'","Creamsicle Red Hot Poker",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Dwarf Yellow'","Dwarf Yellow Poker Plant",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Echo Mango'","Echo Mango Red-Hot Poker",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Echo Rojo'","Echo Rojo Red Hot Poker",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Elvira'","Elvira Red-Hot Poker",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Ember Glow'","Ember Glow Red-Hot Poker",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Fire Glow'",Kniphofia,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Flamenco'","Flamenco Red-Hot Poker",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Green Jade'","Green Jade Red-Hot Poker",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Ice Queen'","Ice Queen Red-Hot Poker",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Lemon Popsicle'","Lemon Popsicle Hot Poker",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Limelight'",Kniphofia,2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Little Maid'","Little Maid Poker Plant",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Malibu Yellow'","Malibu Yellow Red-Hot Poker",7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Mango Popsicle'","Mango Popsicle Dwarf Poker",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Mango'","Mango Shoutout Red Hot Poker",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Moonstone'","Moonstone Red Hot Poker",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Nancy's Red'","Nancy's Red Torch Flower",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Nancy's Red'","Red Hot Poker",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Orange Vanilla Popsicle'","Orange Vanilla Popsicle Red Hot Poker",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Papaya Popsicle'",Kniphofia,2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Pineapple Popsicle'","Pineapple Popsicle Dwarf Poker",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Primrose Beauty'",Kniphofia,3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Redhot Popsicle'","Redhot Popsicles¬ Poker",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Rockette Ivory Bicolor'",Kniphofia,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Royal Strain'","Poker Plant",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'shining Sceptre'","Shining Sceptre Red-Hot Poker",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Tawny King'","Tawny King Red-Hot Poker",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Tower Of Gold'","Poker Plant",7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia 'Yellow Cheer'","Yellow Cheer Red-Hot Poker",13,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Baurii","Poker Plant",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Caulescens","Blue Leaf Red-Hot Poker",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Citrina",Kniphofia,7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Galpinii","Coral Poker",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Hirsuta 'Fire Dance'","Fire Dance Dwarf Poker",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Linearifolia",Kniphofia,20,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Multiflora",Kniphofia,10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Northiae","Giant Poker",20,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Ritualis",Kniphofia,7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Rooperi","East Cape Poker",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Spp.","Red-Hot Poker",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Thomsonii","Alpine Poker",7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Triangularis","Dwarf Red Hot Poker",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Typhoides","Brown Poker",7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Uvaria","Red-Hot Poker",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Uvaria 'Blaze'","Red Hot Poker",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Uvaria 'Echo Duo'","Echo Duo Hot Poker",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Uvaria 'Flamenco'","Flamenco Red Hot Poker",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Uvaria 'Malibu Yellow'","Malibu Yellow Poker Plant",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Uvaria 'Rockette Yellow'","Dwarf Yellow Poker Plant",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Kniphofia Uvaria 'Wilhelm's Lance'","Giant Torch Lily",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Koeleria Macrantha","June Grass",2,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No
"Kolkwitzia Amabalis","Beauty Bush",50,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Kunzea Affinis",Mountainbush,64,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Kunzea Ambigua","White Kunzea",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Kunzea Baxteri","Scarlet Kunzea",64,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Kunzea Bracteolata","White Kunzea",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Kunzea Muelleri","Yellow Kunzea",3,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Kunzea Obovata","Pink Kunzea",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Kunzea Parvifolia","Violet Kunzea",44,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Kunzea Pulchella","Granite Kunzea",64,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Kunzea Recurva","Mountain Kunzea",7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Kunzea Spp.",Kunzea,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lachenalia Spp.",Cowslip,0.25,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Lagerstroemia Indica","Crape Myrtle (Shrub Form Only)",189,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Lagerstroemia Spp., Hybrids And Cvs.","Crape Myrtle",79,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Lagerstroemia X Fauriei","Crape Myrtle (Shrub Form Only)",314,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Lagunaria Patersonii","Primrose Tree",254,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Lambertia Inermis",Lambertia,13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lambertia Intermis",Lambertia,28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lampranthus Spp.","Ice Plant (Lampranthus)",3,No,No,No,Yes,No,No,No,No,No,No,No,No,No
"Lantana Camara",Lantana,28,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
"Lantana Montevidensis","Trailing Lantana",50,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
"Larrea Tridentata",Creosote,28,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Laurus 'saratoga'","Saratoga Laurel",314,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Laurus Nobilis","Sweet Bay (Bay Laurel) (Shrub Form Only)",113,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Lavandula Spp.",Lavender,7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera 'Barnsley'",Lavatera,13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera 'Bredon Springs'",Lavatera,28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera 'Chamallow Innovera'","'chamallow Innovera Tree Mallow",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera Assurgentiflora","Tree Mallow",113,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Lavatera Candy Floss",Lavatera,28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera Hybrids",Lavatera,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera Maritima","Bush Mallow",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera Thuringiaca 'Red Rum'","Red Rum Tree Mallow",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera Trimestris 'White Satin'","White Satin Annual Mallow",5,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera X 'Red Rum'","Red Rum Tree Mallow",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera X Clementii 'Barnsley Baby'","Barnsley Baby Tree Mallow",5,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera X Clementii 'Burgundy Wine'","Burgundy Wine Tree Mallow",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera X Clementii 'Kew Rose'","Kew Rose Tree Mallow",113,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera X Clementii 'Lavender Lady'","Lavender Lady Tree Mallow",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lavatera X Clementii 'Rosea'","Rosea Tree Mallow",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lechenaultia Formosa Orange",Lechenaultia,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leonotis Leonurus","Lion's Tail",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leonotis Menthifolia","Lion's Tail",7,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
"Leonotis Nepetifolia","Lion's Ear",7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Lepechinia Calycina","Pitcher Sage",16,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Lepechinia Fragrans","Fragrant Pitcher Sage",16,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Lepechinia Hastata","Mexican Pitcher Sage",5,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Leptospermum 'Dark Shadows'","Dark Shadows Tea Tree",241,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Leptospermum Grandiflorum","Autumn Tea Tree",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leptospermum Laevigatum","Australian Tea Tree (Shrub Form Only)",314,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Leptospermum Laevigatum 'Reevesii'","Dwarf Tea Tree",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leptospermum Petersonii","Lemon Scented Tea Tree (Shrub Form Only)",123,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Leptospermum Rotundifolium","Tea Tree",64,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leptospermum Rupestre","Tea Tree",50,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
"Leptosyne Gigantea","Giant Coreopsis",13,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Leptosyne Maritima","Sea Dahlia",1,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Lessingia Filaginifolia","Sand Aster",2,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Lessingia Filaginifolia 'silver Carpet'","California Beach Aster",28,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No
"Leucadendron 'Cloudbank Ginny'",Leucadendron,20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'Crown Jubilee'",Leucadendron,20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'Ebony'","Ebony Conebush",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'Golden Tip'",Leucadendron,13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'Inca Gold'","Inca Gold Leucadendron",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'Jester' ","Sunshine Conebush",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'Jubilee Crown'",Leucadendron,13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'Little Bit'",Leucadendron,7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'Maui Sunset'",Leucadendron,16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'More Silver'",Leucadendron,38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'Perry's Red'",Leucadendron,5,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'Pisa'",Leucadendron,16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'Red Gem'",Leucadendron,16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'Rising Sun'","Rising Sun Conebush",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'safari Goldstrike'","Yellow Conebush",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'safari Sunset'","Safari Conebush",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'safari Sunshine'",Leucadendron,38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron 'silvan Red'",Leucadendron,28,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucadendron 'Wilson's Wonder'",Leucadendron,38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucadendron 'Yaeli'",Leucadendron,50,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucadendron Argenteum","Silver Tree",254,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Leucadendron Discolor",Leucadendron,10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron Discolor 'Flame Tip'",Leucadendron,28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron Discolor 'Pom Pom'","Pom-Pom Flame Tips",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron Eucalyptifolium",Leucadendron,20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron Galpinii","Galpin's Leucadendron",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron Laxum","Bredasdorp Conebush",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron Linifolium",Leucadendron,13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron Platyspermum",Platystar,13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron Salignum",Leucadendron,13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron Salignum 'Blush'","Willow Cone Bush",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron Salignum 'Ceres'",Leucadendron,20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucadendron Salignum 'Chief'",Leucadendron,38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucadendron Salignum 'Red Cone'",Leucadendron,20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucadendron Salignum 'Red Devil'",Leucadendron,7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron Salignum 'Red Gem'",Leucadendron,13,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucadendron Salignum 'Red Tulip'",Leucadendron,20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucadendron Salignum 'Red Wing'",Leucadendron,13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucadendron Salignum 'summer Red'",Leucadendron,10,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucadendron Salignum 'Winter Red'",Leucadendron,10,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucadendron Spp. And Hybrids","Hybrid Leucadendron",0,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucojum Autumnale","Autumn Snowflake",1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Leucophyllum 'Heavenly Cloud'",Leucophyllum,28,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyllum Candidum 'Thunder Cloud'","Thunder Cloud Violet Silverleaf",10,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyllum Frutescens","Texas Ranger, Barometer Bush",33,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyllum Frutescens 'Compactum'","Compact Texas Ranger",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyllum Frutescens 'Green Cloud'","Green Cloud Texas Ranger, Barometer Bush",38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyllum Frutescens 'Los Alamitos'","Texas Sage",38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyllum Laevigatum","Chihuahuan Sage",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyllum Laevigatum 'summer Snow'","Summer Snow Chihuahuan Sage",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyllum Langmaniae 'Brave River'","Brave River Texas Ranger",24,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyllum Langmaniae 'Lynn's Legacy'","Lynn's Legacy Texas Ranger",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucophyllum Langmaniae 'Lynn's Legacy'","Rio Bravo Sage",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyllum Langmaniae 'Rio Bravo'","Rio Brave Texas Ranger",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyllum Prunosum 'sierra Bouquet'","Sierra Bouquet Texas Ranger",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucophyllum Spp.","Purple Sage, Texas Ranger Etc.",0,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucophyllum Zygophyllum","Blue Ranger",10,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyllum Zygophyllum 'Cimarron'","Blue Ranger, Texas Ranger",7,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucophyta Brownii","Cushion Bush",5,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucospermum 'Blanche Ito'","Blanche's Sky-Rocket Pincushion",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum 'Brandi Dela Cruz'","Brandi Sky-Rocket Pincushion",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucospermum 'Firewheel'","Firewheel Pincushion",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucospermum 'Goldfinger'","Goldfinger Pincushion",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum 'High Gold'","Nodding Pincushion",38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum 'Royal Hawaiin Series - Brandi'","Brandi Pincushion",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucospermum 'scarlet Ribbon'","Nodding Pincushion",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum 'spider Hybrid'","Spider Pincushion",64,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum 'sunrise'","Early Salmon Pincushion",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucospermum 'Tango'",Leucospermum,20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum 'Veldfire'",Leucospermum,38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum Cordifolium 'California Sunshine'","Nodding Pincushion",13,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum Cordifolium 'Firewheel'","Firewheel Nodding Pincushion",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum Cordifolium 'Flame Giant'","Giant Orange Nodding Pincushion",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucospermum Cordifolium 'Flame Spike'","Nodding Pincushion",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum Cordifolium 'Yellow Bird'","Nodding Pincushion",38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum Cuneiforme",Pincushion,20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum Praecox 'Patricia'","Large Tufted Pincushion",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Leucospermum Reflexum Red",Leucospermum,38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum Reflexum Yellow",Leucospermum,64,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Leucospermum Spp.","Pincushion Bush",0,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Lewisia Hybrids",Lewisia,1,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No
"Libertia Spp.",Libertia,3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Ligustrum Ovalifolium","California Privet",50,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Ligustrum Sinense 'sunshine'","Sunshine Chinese Privet",10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Ligustrum X Vicaryi","Golden Privet",57,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
